Year,County,hospital,Surgery,# of Cases,LONGITUDE,LATITUDE
2015,Santa Clara,O'Connor Hospital,Brain,4,-121.93727,37.32714
2015,Santa Clara,O'Connor Hospital,Breast,46,-121.93727,37.32714
2015,Santa Clara,O'Connor Hospital,Colon,21,-121.93727,37.32714
2015,Santa Clara,O'Connor Hospital,Liver,6,-121.93727,37.32714
2015,Santa Clara,O'Connor Hospital,Lung,23,-121.93727,37.32714
2015,Santa Clara,O'Connor Hospital,Pancreas,4,-121.93727,37.32714
2015,Santa Clara,O'Connor Hospital,Rectum,8,-121.93727,37.32714
2015,Santa Clara,O'Connor Hospital,Stomach,3,-121.93727,37.32714
2017,Santa Clara,O'Connor Hospital,Stomach,3,-121.93727,37.32714
2017,Santa Clara,O'Connor Hospital,Rectum,11,-121.93727,37.32714
2017,Santa Clara,O'Connor Hospital,Prostate,1,-121.93727,37.32714
2017,Santa Clara,O'Connor Hospital,Pancreas,4,-121.93727,37.32714
2017,Santa Clara,O'Connor Hospital,Lung,18,-121.93727,37.32714
2017,Santa Clara,O'Connor Hospital,Liver,3,-121.93727,37.32714
2017,Santa Clara,O'Connor Hospital,Colon,23,-121.93727,37.32714
2017,Santa Clara,O'Connor Hospital,Breast,34,-121.93727,37.32714
2017,Santa Clara,O'Connor Hospital,Brain,4,-121.93727,37.32714
2021,Santa Clara,O'Connor Hospital,Breast,46,-121.93727,37.32714
2021,Santa Clara,O'Connor Hospital,Liver,5,-121.93727,37.32714
2021,Santa Clara,O'Connor Hospital,Lung,17,-121.93727,37.32714
2021,Santa Clara,O'Connor Hospital,Pancreas,1,-121.93727,37.32714
2021,Santa Clara,O'Connor Hospital,Rectum,13,-121.93727,37.32714
2021,Santa Clara,O'Connor Hospital,Stomach,4,-121.93727,37.32714
2020,Santa Clara,Santa Clara Valley Medical Center,Pancreas,6,-121.93202,37.31346
2020,Santa Clara,Santa Clara Valley Medical Center,Bladder,3,-121.93202,37.31346
2020,Santa Clara,Santa Clara Valley Medical Center,Brain,15,-121.93202,37.31346
2020,Santa Clara,Santa Clara Valley Medical Center,Breast,123,-121.93202,37.31346
2020,Santa Clara,Santa Clara Valley Medical Center,Colon,34,-121.93202,37.31346
2020,Santa Clara,Santa Clara Valley Medical Center,Esophagus,5,-121.93202,37.31346
2020,Santa Clara,Santa Clara Valley Medical Center,Liver,9,-121.93202,37.31346
2020,Santa Clara,Santa Clara Valley Medical Center,Lung,9,-121.93202,37.31346
2020,Santa Clara,Santa Clara Valley Medical Center,Prostate,19,-121.93202,37.31346
2020,Santa Clara,Santa Clara Valley Medical Center,Rectum,14,-121.93202,37.31346
2020,Santa Clara,Santa Clara Valley Medical Center,Stomach,7,-121.93202,37.31346
2016,Santa Clara,Santa Clara Valley Medical Center,Stomach,7,-121.93202,37.31346
2016,Santa Clara,Santa Clara Valley Medical Center,Rectum,12,-121.93202,37.31346
2016,Santa Clara,Santa Clara Valley Medical Center,Prostate,27,-121.93202,37.31346
2016,Santa Clara,Santa Clara Valley Medical Center,Pancreas,2,-121.93202,37.31346
2016,Santa Clara,Santa Clara Valley Medical Center,Lung,17,-121.93202,37.31346
2016,Santa Clara,Santa Clara Valley Medical Center,Liver,10,-121.93202,37.31346
2016,Santa Clara,Santa Clara Valley Medical Center,Esophagus,4,-121.93202,37.31346
2016,Santa Clara,Santa Clara Valley Medical Center,Colon,31,-121.93202,37.31346
2016,Santa Clara,Santa Clara Valley Medical Center,Breast,167,-121.93202,37.31346
2016,Santa Clara,Santa Clara Valley Medical Center,Brain,14,-121.93202,37.31346
2016,Santa Clara,Santa Clara Valley Medical Center,Bladder,13,-121.93202,37.31346
2014,Santa Clara,Santa Clara Valley Medical Center,Rectum,13,-121.93202,37.31346
2014,Santa Clara,Santa Clara Valley Medical Center,Colon,30,-121.93202,37.31346
2014,Santa Clara,Santa Clara Valley Medical Center,Bladder,3,-121.93202,37.31346
2014,Santa Clara,Santa Clara Valley Medical Center,Brain,21,-121.93202,37.31346
2014,Santa Clara,Santa Clara Valley Medical Center,Breast,132,-121.93202,37.31346
2014,Santa Clara,Santa Clara Valley Medical Center,Liver,3,-121.93202,37.31346
2014,Santa Clara,Santa Clara Valley Medical Center,Lung,12,-121.93202,37.31346
2014,Santa Clara,Santa Clara Valley Medical Center,Prostate,9,-121.93202,37.31346
2014,Santa Clara,Santa Clara Valley Medical Center,Stomach,4,-121.93202,37.31346
2013,Santa Clara,Santa Clara Valley Medical Center,Pancreas,2,-121.93202,37.31346
2013,Santa Clara,Santa Clara Valley Medical Center,Bladder,1,-121.93202,37.31346
2013,Santa Clara,Santa Clara Valley Medical Center,Brain,13,-121.93202,37.31346
2013,Santa Clara,Santa Clara Valley Medical Center,Breast,135,-121.93202,37.31346
2013,Santa Clara,Santa Clara Valley Medical Center,Colon,37,-121.93202,37.31346
2013,Santa Clara,Santa Clara Valley Medical Center,Liver,1,-121.93202,37.31346
2013,Santa Clara,Santa Clara Valley Medical Center,Lung,14,-121.93202,37.31346
2013,Santa Clara,Santa Clara Valley Medical Center,Prostate,13,-121.93202,37.31346
2013,Santa Clara,Santa Clara Valley Medical Center,Rectum,7,-121.93202,37.31346
2013,Santa Clara,Santa Clara Valley Medical Center,Stomach,2,-121.93202,37.31346
2019,Santa Clara,Santa Clara Valley Medical Center,Rectum,18,-121.93202,37.31346
2019,Santa Clara,Santa Clara Valley Medical Center,Stomach,4,-121.93202,37.31346
2019,Santa Clara,Santa Clara Valley Medical Center,Prostate,17,-121.93202,37.31346
2019,Santa Clara,Santa Clara Valley Medical Center,Bladder,2,-121.93202,37.31346
2019,Santa Clara,Santa Clara Valley Medical Center,Brain,16,-121.93202,37.31346
2019,Santa Clara,Santa Clara Valley Medical Center,Breast,159,-121.93202,37.31346
2019,Santa Clara,Santa Clara Valley Medical Center,Colon,35,-121.93202,37.31346
2019,Santa Clara,Santa Clara Valley Medical Center,Esophagus,3,-121.93202,37.31346
2019,Santa Clara,Santa Clara Valley Medical Center,Liver,12,-121.93202,37.31346
2019,Santa Clara,Santa Clara Valley Medical Center,Lung,13,-121.93202,37.31346
2019,Santa Clara,Santa Clara Valley Medical Center,Pancreas,7,-121.93202,37.31346
2021,Santa Clara,Santa Clara Valley Medical Center,Stomach,6,-121.93202,37.31346
2018,Santa Clara,Santa Clara Valley Medical Center,Brain,10,-121.93202,37.31346
2018,Santa Clara,Santa Clara Valley Medical Center,Breast,143,-121.93202,37.31346
2018,Santa Clara,Santa Clara Valley Medical Center,Colon,39,-121.93202,37.31346
2018,Santa Clara,Santa Clara Valley Medical Center,Esophagus,3,-121.93202,37.31346
2018,Santa Clara,Santa Clara Valley Medical Center,Liver,8,-121.93202,37.31346
2018,Santa Clara,Santa Clara Valley Medical Center,Pancreas,2,-121.93202,37.31346
2018,Santa Clara,Santa Clara Valley Medical Center,Prostate,21,-121.93202,37.31346
2018,Santa Clara,Santa Clara Valley Medical Center,Rectum,16,-121.93202,37.31346
2018,Santa Clara,Santa Clara Valley Medical Center,Stomach,11,-121.93202,37.31346
2018,Santa Clara,Santa Clara Valley Medical Center,Lung,8,-121.93202,37.31346
2021,Santa Clara,Santa Clara Valley Medical Center,Colon,27,-121.93202,37.31346
2015,Santa Clara,Santa Clara Valley Medical Center,Pancreas,1,-121.93202,37.31346
2015,Santa Clara,Santa Clara Valley Medical Center,Bladder,1,-121.93202,37.31346
2015,Santa Clara,Santa Clara Valley Medical Center,Brain,12,-121.93202,37.31346
2015,Santa Clara,Santa Clara Valley Medical Center,Breast,94,-121.93202,37.31346
2015,Santa Clara,Santa Clara Valley Medical Center,Colon,28,-121.93202,37.31346
2015,Santa Clara,Santa Clara Valley Medical Center,Liver,3,-121.93202,37.31346
2015,Santa Clara,Santa Clara Valley Medical Center,Lung,11,-121.93202,37.31346
2015,Santa Clara,Santa Clara Valley Medical Center,Prostate,7,-121.93202,37.31346
2015,Santa Clara,Santa Clara Valley Medical Center,Rectum,5,-121.93202,37.31346
2015,Santa Clara,Santa Clara Valley Medical Center,Stomach,5,-121.93202,37.31346
2017,Santa Clara,Santa Clara Valley Medical Center,Stomach,7,-121.93202,37.31346
2017,Santa Clara,Santa Clara Valley Medical Center,Rectum,18,-121.93202,37.31346
2017,Santa Clara,Santa Clara Valley Medical Center,Prostate,23,-121.93202,37.31346
2017,Santa Clara,Santa Clara Valley Medical Center,Pancreas,4,-121.93202,37.31346
2017,Santa Clara,Santa Clara Valley Medical Center,Lung,10,-121.93202,37.31346
2017,Santa Clara,Santa Clara Valley Medical Center,Liver,5,-121.93202,37.31346
2017,Santa Clara,Santa Clara Valley Medical Center,Esophagus,2,-121.93202,37.31346
2017,Santa Clara,Santa Clara Valley Medical Center,Colon,46,-121.93202,37.31346
2017,Santa Clara,Santa Clara Valley Medical Center,Breast,126,-121.93202,37.31346
2017,Santa Clara,Santa Clara Valley Medical Center,Brain,17,-121.93202,37.31346
2017,Santa Clara,Santa Clara Valley Medical Center,Bladder,9,-121.93202,37.31346
2021,Santa Clara,Santa Clara Valley Medical Center,Bladder,5,-121.93202,37.31346
2021,Santa Clara,Santa Clara Valley Medical Center,Brain,15,-121.93202,37.31346
2021,Santa Clara,Santa Clara Valley Medical Center,Breast,73,-121.93202,37.31346
2021,Santa Clara,Santa Clara Valley Medical Center,Esophagus,1,-121.93202,37.31346
2021,Santa Clara,Santa Clara Valley Medical Center,Liver,10,-121.93202,37.31346
2021,Santa Clara,Santa Clara Valley Medical Center,Pancreas,3,-121.93202,37.31346
2021,Santa Clara,Santa Clara Valley Medical Center,Prostate,12,-121.93202,37.31346
2021,Santa Clara,Santa Clara Valley Medical Center,Rectum,18,-121.93202,37.31346
2021,Santa Clara,Santa Clara Valley Medical Center,Lung,9,-121.93202,37.31346
2020,Santa Clara,Stanford Health Care,Prostate,128,-122.175881,37.433
2020,Santa Clara,Stanford Health Care,Bladder,65,-122.175881,37.433
2020,Santa Clara,Stanford Health Care,Brain,136,-122.175881,37.433
2020,Santa Clara,Stanford Health Care,Breast,451,-122.175881,37.433
2020,Santa Clara,Stanford Health Care,Colon,113,-122.175881,37.433
2020,Santa Clara,Stanford Health Care,Esophagus,45,-122.175881,37.433
2020,Santa Clara,Stanford Health Care,Liver,130,-122.175881,37.433
2020,Santa Clara,Stanford Health Care,Lung,124,-122.175881,37.433
2020,Santa Clara,Stanford Health Care,Pancreas,82,-122.175881,37.433
2020,Santa Clara,Stanford Health Care,Rectum,80,-122.175881,37.433
2020,Santa Clara,Stanford Health Care,Stomach,40,-122.175881,37.433
2016,Santa Clara,Stanford Health Care,Stomach,49,-122.17827,37.43342
2016,Santa Clara,Stanford Health Care,Rectum,112,-122.17827,37.43342
2016,Santa Clara,Stanford Health Care,Prostate,188,-122.17827,37.43342
2016,Santa Clara,Stanford Health Care,Pancreas,100,-122.17827,37.43342
2016,Santa Clara,Stanford Health Care,Lung,125,-122.17827,37.43342
2016,Santa Clara,Stanford Health Care,Liver,127,-122.17827,37.43342
2016,Santa Clara,Stanford Health Care,Esophagus,39,-122.17827,37.43342
2016,Santa Clara,Stanford Health Care,Colon,113,-122.17827,37.43342
2016,Santa Clara,Stanford Health Care,Breast,616,-122.17827,37.43342
2016,Santa Clara,Stanford Health Care,Brain,128,-122.17827,37.43342
2016,Santa Clara,Stanford Health Care,Bladder,71,-122.17827,37.43342
2014,Santa Clara,Stanford Health Care,Stomach,48,-122.17827,37.43342
2014,Santa Clara,Stanford Health Care,Bladder,69,-122.17827,37.43342
2014,Santa Clara,Stanford Health Care,Brain,121,-122.17827,37.43342
2014,Santa Clara,Stanford Health Care,Breast,525,-122.17827,37.43342
2014,Santa Clara,Stanford Health Care,Colon,90,-122.17827,37.43342
2014,Santa Clara,Stanford Health Care,Esophagus,14,-122.17827,37.43342
2014,Santa Clara,Stanford Health Care,Liver,129,-122.17827,37.43342
2014,Santa Clara,Stanford Health Care,Lung,94,-122.17827,37.43342
2014,Santa Clara,Stanford Health Care,Pancreas,57,-122.17827,37.43342
2014,Santa Clara,Stanford Health Care,Prostate,168,-122.17827,37.43342
2014,Santa Clara,Stanford Health Care,Rectum,63,-122.17827,37.43342
2013,Santa Clara,Stanford Health Care,Prostate,175,-122.17827,37.43342
2013,Santa Clara,Stanford Health Care,Esophagus,13,-122.17827,37.43342
2013,Santa Clara,Stanford Health Care,Bladder,71,-122.17827,37.43342
2013,Santa Clara,Stanford Health Care,Brain,124,-122.17827,37.43342
2013,Santa Clara,Stanford Health Care,Breast,389,-122.17827,37.43342
2013,Santa Clara,Stanford Health Care,Colon,83,-122.17827,37.43342
2013,Santa Clara,Stanford Health Care,Liver,109,-122.17827,37.43342
2013,Santa Clara,Stanford Health Care,Lung,97,-122.17827,37.43342
2013,Santa Clara,Stanford Health Care,Pancreas,70,-122.17827,37.43342
2013,Santa Clara,Stanford Health Care,Rectum,74,-122.17827,37.43342
2013,Santa Clara,Stanford Health Care,Stomach,35,-122.17827,37.43342
2019,Santa Clara,Stanford Health Care,Bladder,79,-122.175881,37.433
2019,Santa Clara,Stanford Health Care,Brain,121,-122.175881,37.433
2019,Santa Clara,Stanford Health Care,Breast,491,-122.175881,37.433
2019,Santa Clara,Stanford Health Care,Colon,86,-122.175881,37.433
2019,Santa Clara,Stanford Health Care,Esophagus,42,-122.175881,37.433
2019,Santa Clara,Stanford Health Care,Liver,100,-122.175881,37.433
2019,Santa Clara,Stanford Health Care,Lung,115,-122.175881,37.433
2019,Santa Clara,Stanford Health Care,Pancreas,73,-122.175881,37.433
2019,Santa Clara,Stanford Health Care,Prostate,113,-122.175881,37.433
2019,Santa Clara,Stanford Health Care,Stomach,54,-122.175881,37.433
2019,Santa Clara,Stanford Health Care,Rectum,86,-122.175881,37.433
2018,Santa Clara,Stanford Health Care,Bladder,70,-122.175881,37.433
2018,Santa Clara,Stanford Health Care,Brain,138,-122.175881,37.433
2018,Santa Clara,Stanford Health Care,Breast,543,-122.175881,37.433
2018,Santa Clara,Stanford Health Care,Colon,101,-122.175881,37.433
2018,Santa Clara,Stanford Health Care,Esophagus,44,-122.175881,37.433
2018,Santa Clara,Stanford Health Care,Liver,107,-122.175881,37.433
2018,Santa Clara,Stanford Health Care,Lung,129,-122.175881,37.433
2018,Santa Clara,Stanford Health Care,Prostate,139,-122.175881,37.433
2018,Santa Clara,Stanford Health Care,Rectum,108,-122.175881,37.433
2018,Santa Clara,Stanford Health Care,Stomach,42,-122.175881,37.433
2018,Santa Clara,Stanford Health Care,Pancreas,71,-122.175881,37.433
2015,Santa Clara,Stanford Health Care,Bladder,53,-122.17827,37.43342
2015,Santa Clara,Stanford Health Care,Brain,98,-122.17827,37.43342
2015,Santa Clara,Stanford Health Care,Breast,408,-122.17827,37.43342
2015,Santa Clara,Stanford Health Care,Colon,70,-122.17827,37.43342
2015,Santa Clara,Stanford Health Care,Esophagus,20,-122.17827,37.43342
2015,Santa Clara,Stanford Health Care,Liver,89,-122.17827,37.43342
2015,Santa Clara,Stanford Health Care,Lung,67,-122.17827,37.43342
2015,Santa Clara,Stanford Health Care,Pancreas,56,-122.17827,37.43342
2015,Santa Clara,Stanford Health Care,Prostate,148,-122.17827,37.43342
2015,Santa Clara,Stanford Health Care,Rectum,64,-122.17827,37.43342
2015,Santa Clara,Stanford Health Care,Stomach,47,-122.17827,37.43342
2021,Santa Clara,Stanford Health Care,Breast,582,-122.175881,37.433
2017,Santa Clara,Stanford Health Care,Stomach,45,-122.17827,37.43342
2017,Santa Clara,Stanford Health Care,Rectum,103,-122.17827,37.43342
2017,Santa Clara,Stanford Health Care,Prostate,215,-122.17827,37.43342
2017,Santa Clara,Stanford Health Care,Pancreas,73,-122.17827,37.43342
2017,Santa Clara,Stanford Health Care,Lung,131,-122.17827,37.43342
2017,Santa Clara,Stanford Health Care,Liver,137,-122.17827,37.43342
2017,Santa Clara,Stanford Health Care,Esophagus,48,-122.17827,37.43342
2017,Santa Clara,Stanford Health Care,Colon,99,-122.17827,37.43342
2017,Santa Clara,Stanford Health Care,Breast,561,-122.17827,37.43342
2017,Santa Clara,Stanford Health Care,Brain,101,-122.17827,37.43342
2017,Santa Clara,Stanford Health Care,Bladder,74,-122.17827,37.43342
2021,Santa Clara,Stanford Health Care,Pancreas,98,-122.175881,37.433
2021,Santa Clara,Stanford Health Care,Bladder,71,-122.175881,37.433
2021,Santa Clara,Stanford Health Care,Brain,160,-122.175881,37.433
2021,Santa Clara,Stanford Health Care,Colon,163,-122.175881,37.433
2021,Santa Clara,Stanford Health Care,Esophagus,27,-122.175881,37.433
2021,Santa Clara,Stanford Health Care,Liver,120,-122.175881,37.433
2021,Santa Clara,Stanford Health Care,Lung,134,-122.175881,37.433
2021,Santa Clara,Stanford Health Care,Prostate,126,-122.175881,37.433
2021,Santa Clara,Stanford Health Care,Rectum,99,-122.175881,37.433
2021,Santa Clara,Stanford Health Care,Stomach,40,-122.175881,37.433
2020,Santa Clara,Kaiser Foundation Hospital – San Jose,Bladder,1,-121.80269,37.23924
2020,Santa Clara,Kaiser Foundation Hospital – San Jose,Breast,170,-121.80269,37.23924
2020,Santa Clara,Kaiser Foundation Hospital – San Jose,Colon,42,-121.80269,37.23924
2020,Santa Clara,Kaiser Foundation Hospital – San Jose,Liver,8,-121.80269,37.23924
2020,Santa Clara,Kaiser Foundation Hospital – San Jose,Lung,1,-121.80269,37.23924
2020,Santa Clara,Kaiser Foundation Hospital – San Jose,Pancreas,21,-121.80269,37.23924
2020,Santa Clara,Kaiser Foundation Hospital – San Jose,Prostate,1,-121.80269,37.23924
2020,Santa Clara,Kaiser Foundation Hospital – San Jose,Rectum,34,-121.80269,37.23924
2021,Santa Clara,Kaiser Foundation Hospital – San Jose,Breast,216,-121.80269,37.23924
2016,Santa Clara,Kaiser Foundation Hospital – San Jose,Stomach,1,-121.80269,37.23924
2016,Santa Clara,Kaiser Foundation Hospital – San Jose,Rectum,9,-121.80269,37.23924
2016,Santa Clara,Kaiser Foundation Hospital – San Jose,Prostate,2,-121.80269,37.23924
2016,Santa Clara,Kaiser Foundation Hospital – San Jose,Pancreas,7,-121.80269,37.23924
2016,Santa Clara,Kaiser Foundation Hospital – San Jose,Liver,15,-121.80269,37.23924
2016,Santa Clara,Kaiser Foundation Hospital – San Jose,Colon,41,-121.80269,37.23924
2016,Santa Clara,Kaiser Foundation Hospital – San Jose,Breast,197,-121.80269,37.23924
2016,Santa Clara,Kaiser Foundation Hospital – San Jose,Bladder,6,-121.80269,37.23924
2014,Santa Clara,Kaiser Foundation Hospital – San Jose,Bladder,9,-121.80269,37.23924
2014,Santa Clara,Kaiser Foundation Hospital – San Jose,Breast,164,-121.80269,37.23924
2014,Santa Clara,Kaiser Foundation Hospital – San Jose,Colon,47,-121.80269,37.23924
2014,Santa Clara,Kaiser Foundation Hospital – San Jose,Liver,7,-121.80269,37.23924
2014,Santa Clara,Kaiser Foundation Hospital – San Jose,Pancreas,8,-121.80269,37.23924
2014,Santa Clara,Kaiser Foundation Hospital – San Jose,Prostate,5,-121.80269,37.23924
2014,Santa Clara,Kaiser Foundation Hospital – San Jose,Rectum,19,-121.80269,37.23924
2014,Santa Clara,Kaiser Foundation Hospital – San Jose,Stomach,5,-121.80269,37.23924
2013,Santa Clara,Kaiser Foundation Hospital – San Jose,Bladder,6,-121.80269,37.23924
2013,Santa Clara,Kaiser Foundation Hospital – San Jose,Breast,173,-121.80269,37.23924
2013,Santa Clara,Kaiser Foundation Hospital – San Jose,Colon,36,-121.80269,37.23924
2013,Santa Clara,Kaiser Foundation Hospital – San Jose,Liver,10,-121.80269,37.23924
2013,Santa Clara,Kaiser Foundation Hospital – San Jose,Pancreas,4,-121.80269,37.23924
2013,Santa Clara,Kaiser Foundation Hospital – San Jose,Prostate,19,-121.80269,37.23924
2013,Santa Clara,Kaiser Foundation Hospital – San Jose,Rectum,6,-121.80269,37.23924
